price,used,milage,transmission,colour,engine_capacity,horsepower,fuel_type,tax,state,year
14490000,1,2400,автоматическая,чёрный,3.0,352,Дизель,52800,Не требует ремонта,2023
5100000,1,148000,автоматическая,серебристый,3.0,381,Дизель,57150,Не требует ремонта,2017
6700000,1,135000,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2018
4599000,1,107000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2016
10500000,1,39000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2021
4600000,1,88000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2015
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
9512345,1,49000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
4500000,1,84500,автоматическая,серый,3.0,218,Дизель,14170,Не требует ремонта,2017
1500000,1,329000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
10200000,1,20041,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
5800000,1,84800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
3500000,1,176000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2012
2650000,1,150399,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
3500000,1,116300,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2015
1590000,1,284000,автоматическая,белый,3.0,272,Бензин,40800,Не требует ремонта,2009
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
4490000,1,137700,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2016
8500000,1,72000,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2021
7150000,1,87000,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2021
1460000,1,238750,автоматическая,серый,4.8,355,Бензин,53250,Не требует ремонта,2007
11990000,0,49,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
12990000,0,43,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
3850000,1,94000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2015
2900000,1,244114,автоматическая,коричневый,3.0,306,Дизель,45900,Не требует ремонта,2011
3800000,1,230000,автоматическая,серебристый,3.0,313,Дизель,46950,Не требует ремонта,2015
1950000,1,242000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2008
3999000,1,195000,автоматическая,чёрный,3.0,258,Дизель,38700,Не требует ремонта,2018
3100000,1,210000,автоматическая,чёрный,3.0,306,Дизель,45900,Не требует ремонта,2012
5100000,1,148000,автоматическая,серебристый,3.0,381,Дизель,57150,Не требует ремонта,2017
7600000,1,127136,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
2800000,1,130000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
3319000,1,183000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
1590000,1,284000,автоматическая,белый,3.0,272,Бензин,40800,Не требует ремонта,2009
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
4500000,1,72000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
1865000,1,190000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2007
2900000,1,244114,автоматическая,коричневый,3.0,306,Дизель,45900,Не требует ремонта,2011
4000000,1,190000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2014
1450000,1,385000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
1999990,1,319000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2012
3390000,1,220000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2013
3300000,1,189000,автоматическая,синий,3.0,218,Дизель,14170,Не требует ремонта,2015
1750000,1,200000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2006
3000000,1,78000,автоматическая,чёрный,4.4,286,Бензин,42900,Не требует ремонта,2003
4870000,1,109000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
2450000,1,165000,автоматическая,серебристый,3.0,306,Бензин,45900,Не требует ремонта,2012
2295000,1,286000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2011
4050000,1,242000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2015
5200000,1,87000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2014
2399000,1,308000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2010
3100000,1,229000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2014
2199999,1,250001,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2011
2450000,1,350000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2009
3400000,1,230000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2014
2000000,1,205000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2008
1750000,1,310000,автоматическая,серый,3.0,235,Дизель,17625,Не требует ремонта,2007
1850000,1,289000,автоматическая,чёрный,4.8,355,Бензин,53250,Не требует ремонта,2007
2600000,1,183000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2011
1460000,1,238750,автоматическая,серый,4.8,355,Бензин,53250,Не требует ремонта,2007
2490000,1,199000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2010
2500000,1,312000,автоматическая,белый,3.0,235,Дизель,17625,Не требует ремонта,2009
2800000,1,199000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2011
3400000,1,263000,автоматическая,чёрный,3.0,306,Дизель,45900,Не требует ремонта,2010
3500000,1,176000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2012
1800000,1,250000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2008
1250000,1,390008,автоматическая,белый,2.9,184,Дизель,9200,Не требует ремонта,2000
2000000,1,317000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2011
4500000,1,99157,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2015
2300000,1,304000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2010
2200000,1,399600,автоматическая,пурпурный,3.0,306,Бензин,45900,Не требует ремонта,2010
3700000,1,122000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
1500000,1,134800,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2010
2250000,1,330000,автоматическая,серебристый,3.0,235,Дизель,17625,Не требует ремонта,2008
3900000,1,156000,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2018
2100000,1,210000,автоматическая,серебристый,3.0,269,Дизель,40350,Не требует ремонта,2011
2070000,1,257000,автоматическая,серебристый,3.0,269,Дизель,40350,Не требует ремонта,2010
4300000,1,142500,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
1790000,1,430000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
7499000,1,33121,автоматическая,синий,2.0,231,Дизель,17325,Не требует ремонта,2021
1500000,1,292000,автоматическая,серый,3.0,264,Бензин,39600,Не требует ремонта,2007
1750000,1,240000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2008
7950000,1,92000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
2300000,1,420000,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2010
1790000,1,157000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2008
2650000,1,166000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2011
1850000,1,155000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2009
1850000,1,238000,автоматическая,синий,3.0,235,Дизель,17625,Не требует ремонта,2007
3600000,1,160678,автоматическая,серый,3.0,218,Дизель,16350,Не требует ремонта,2016
4350000,1,223000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
1950000,1,445000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2009
2500000,1,183000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
3450000,1,153000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
7500000,1,70000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2019
1250000,1,424756,автоматическая,серый,3.0,218,Дизель,16350,Не требует ремонта,2004
1850000,1,363500,автоматическая,серый,3.0,211,Дизель,15825,Не требует ремонта,2008
2000000,1,219000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2009
1450000,1,259000,автоматическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2005
4950000,1,146000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
2300000,1,165000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2013
4500000,1,135000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2017
5600000,1,105000,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2018
1300000,1,185000,автоматическая,синий,3.0,231,Бензин,17325,Не требует ремонта,2003
9500000,1,68000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
1600000,1,290000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2008
850000,1,328652,автоматическая,серый,4.4,286,Бензин,42900,Не требует ремонта,2001
8000000,1,115000,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2019
2350000,1,259000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2007
1250000,1,325000,автоматическая,чёрный,4.4,320,"Бензин, газобаллонное оборудование",48000,Не требует ремонта,2004
1650000,1,240000,автоматическая,серебристый,3.0,272,Бензин,40800,Не требует ремонта,2008
6200000,1,126000,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2018
1400000,1,367000,автоматическая,белый,3.0,231,Бензин,17325,Не требует ремонта,2005
2500000,1,215000,автоматическая,серебристый,3.0,272,Бензин,40800,Не требует ремонта,2009
6370000,1,67800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
5950000,1,87000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2017
13350000,1,12200,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2021
10700000,1,19670,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
7500000,1,80800,автоматическая,серый,3.0,249,Дизель,18675,Не требует ремонта,2019
11850000,1,8100,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
11250000,1,8000,автоматическая,серый,3.0,381,Бензин,57150,Не требует ремонта,2023
14590000,0,55,автоматическая,серый,3.0,298,Дизель,44700,Не требует ремонта,2023
10350000,1,10970,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2021
1780000,1,128892,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
7550000,1,102190,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2019
5550000,1,69000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
1270000,1,184000,автоматическая,чёрный,4.8,360,Бензин,54000,Не требует ремонта,2006
6400000,1,90000,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2019
7200000,1,37000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2019
1180000,1,373010,автоматическая,чёрный,3.0,218,Дизель,16350,Не требует ремонта,2005
1290000,1,278466,автоматическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2004
4420000,1,163000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2018
9500000,1,45477,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
8600000,1,58000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
4600000,1,152000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2017
7550000,1,102190,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2019
6200000,1,167000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2018
4000000,1,140700,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2014
6400000,1,90000,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2019
5350000,1,79300,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2017
6380000,1,129000,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2019
1050000,1,253500,автоматическая,серый,3.0,231,Бензин,17325,Не требует ремонта,2003
2288000,1,150000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2012
1270000,1,184000,автоматическая,чёрный,4.8,360,Бензин,54000,Не требует ремонта,2006
2000000,1,270000,автоматическая,серый,4.4,320,Бензин,48000,Не требует ремонта,2005
4500000,1,93900,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2017
8600000,1,58000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
3070000,1,334200,автоматическая,белый,3.0,286,Дизель,42900,Не требует ремонта,2009
1999999,1,215000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2010
1100000,1,517000,автоматическая,бежевый,3.0,231,Бензин,17325,Не требует ремонта,2005
4200000,1,187000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2016
600000,1,380000,автоматическая,красный,4.4,286,Бензин,42900,Не требует ремонта,2000
6590000,1,64450,автоматическая,чёрный,2.0,231,Дизель,16401,Не требует ремонта,2019
3300000,1,119055,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2013
6300000,1,175000,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2019
2000000,1,330000,автоматическая,серебристый,3.0,245,Дизель,18375,Не требует ремонта,2012
6990000,1,65880,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2019
4600000,1,152000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2017
3350000,1,170000,автоматическая,чёрный,4.4,450,Бензин,67500,Не требует ремонта,2013
4500000,1,93900,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2017
1500000,1,255043,автоматическая,чёрный,4.4,320,Бензин,48000,Не требует ремонта,2006
600000,1,380000,автоматическая,красный,4.4,286,Бензин,42900,Не требует ремонта,2000
4200000,1,187000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2016
3300000,1,177800,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2014
6500000,1,116000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
1990000,1,220000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
3800000,1,195000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
2850000,1,105800,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2011
2350000,1,160000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2011
4100000,1,133000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2015
3990000,1,164000,автоматическая,синий,3.0,218,Дизель,16350,Не требует ремонта,2017
3180000,1,198000,автоматическая,коричневый,3.0,218,Дизель,16350,Не требует ремонта,2015
930000,1,260600,автоматическая,серый,4.4,320,Бензин,48000,Не требует ремонта,2004
3050000,1,240000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2014
1600000,1,212000,автоматическая,серый,4.8,360,Бензин,54000,Не требует ремонта,2004
5400000,1,135000,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2017
1615000,1,193000,автоматическая,красный,3.0,272,Бензин,40800,Не требует ремонта,2008
1650000,1,328000,механическая,чёрный,3.0,218,Дизель,16350,Не требует ремонта,2004
1900000,1,271000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2010
2850000,1,165000,автоматическая,красный,3.0,245,Дизель,18375,Не требует ремонта,2011
3450000,1,295000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2013
1300000,1,257463,автоматическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2003
1100000,1,517000,автоматическая,бежевый,3.0,231,Бензин,17325,Не требует ремонта,2005
2000000,1,330000,автоматическая,серебристый,3.0,245,Дизель,18375,Не требует ремонта,2012
3400000,1,195000,автоматическая,коричневый,3.0,218,Дизель,16350,Не требует ремонта,2015
1500000,1,218000,автоматическая,серебристый,3.0,264,Бензин,31680,Не требует ремонта,2008
935000,1,386000,автоматическая,синий,4.4,286,Бензин,42900,Не требует ремонта,2000
4000000,1,140700,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2014
2288000,1,150000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2012
1620000,1,237700,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2008
4950000,1,218000,автоматическая,синий,3.0,381,Дизель,57150,Не требует ремонта,2016
1100000,1,285000,автоматическая,чёрный,4.4,286,Бензин,42900,Не требует ремонта,2001
1450000,1,400000,автоматическая,коричневый,3.0,218,Дизель,16350,Не требует ремонта,2004
1800000,1,220000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2009
2000000,1,270000,автоматическая,серый,4.4,320,Бензин,48000,Не требует ремонта,2005
2300000,1,205000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
1250000,1,342000,механическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2001
4300000,1,178600,автоматическая,коричневый,3.0,218,Дизель,16350,Не требует ремонта,2017
1180000,1,340568,автоматическая,серый,3.0,231,Бензин,16170,Не требует ремонта,2005
900000,1,290000,автоматическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2000
5000000,1,228000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2015
1400000,1,380000,автоматическая,чёрный,2.9,184,Дизель,9200,Не требует ремонта,2003
4500000,1,114000,автоматическая,чёрный,4.4,450,Бензин,67500,Не требует ремонта,2014
3560000,1,264580,автоматическая,коричневый,3.0,218,Дизель,16350,Не требует ремонта,2015
2250000,1,200000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2011
2250000,1,251000,автоматическая,серый,3.0,235,Дизель,17625,Не требует ремонта,2007
1200000,1,638000,автоматическая,серебристый,3.0,231,Бензин,17325,Не требует ремонта,2002
3070000,1,334200,автоматическая,белый,3.0,286,Дизель,42900,Не требует ремонта,2009
1950000,1,220272,автоматическая,бежевый,3.0,272,Бензин,40800,Не требует ремонта,2009
16060000,1,45389,автоматическая,серый,3.0,340,Дизель,51000,Не требует ремонта,2021
6200000,1,35000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
4850000,1,48000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2020
18120000,0,1,автоматическая,серый,3.0,352,Дизель,52800,Не требует ремонта,2023
21200000,0,1,автоматическая,синий,4.4,530,Бензин,79500,Не требует ремонта,2023
2500000,1,211458,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2012
1950000,1,130000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2010
2780000,1,256000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2014
3900000,1,126000,автоматическая,белый,2.0,245,Гибрид,18375,Не требует ремонта,2016
5995000,1,159000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
4200000,1,180000,автоматическая,серый,3.0,381,Дизель,57150,Не требует ремонта,2017
1600000,1,202600,автоматическая,белый,4.8,355,Бензин,53250,Не требует ремонта,2009
2000000,1,156000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2010
2300000,1,270000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
5290000,1,52290,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2017
3900000,1,123000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2015
4400000,1,211400,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2016
10800000,1,57377,автоматическая,чёрный,4.4,530,Бензин,79500,Не требует ремонта,2021
13400000,1,35600,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
10730000,1,32150,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
2100000,1,219000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2011
1720000,1,131000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2006
1900000,1,260000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2007
2510000,1,230000,автоматическая,чёрный,4.8,355,Бензин,53250,Не требует ремонта,2009
2800000,1,214000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2012
1750000,1,350000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
1830000,1,370000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
2500000,1,240000,автоматическая,белый,3.0,306,Дизель,45900,Не требует ремонта,2011
2130000,1,190000,автоматическая,коричневый,4.4,407,Бензин,61050,Не требует ремонта,2011
3100000,1,137240,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2013
3350000,1,203000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2012
1830000,1,370000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
9249000,1,67000,автоматическая,синий,3.0,400,Дизель,60000,Не требует ремонта,2019
7380000,1,108000,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2020
15200000,0,74,автоматическая,серый,3.0,298,Дизель,44700,Не требует ремонта,2023
7099000,1,80000,автоматическая,белый,3.0,286,Дизель,42900,Не требует ремонта,2020
7550000,1,84700,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
11500000,1,20600,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
7200000,1,84000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2019
5550000,1,86900,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2019
6400000,1,84000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
6350000,1,82000,автоматическая,белый,3.0,340,Бензин,51000,Не требует ремонта,2019
14800000,0,5,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
15800000,0,20,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
14000000,0,14,автоматическая,чёрный,3.0,298,Дизель,44700,Не требует ремонта,2023
9775000,1,27500,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
9975000,1,52500,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
7500000,1,53000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
7895000,1,36800,автоматическая,синий,3.0,340,Бензин,51000,Не требует ремонта,2020
12990000,1,8900,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
8549000,1,57000,автоматическая,чёрный,3.0,340,Дизель,51000,Не требует ремонта,2020
7795000,1,39000,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2020
8899000,1,51500,автоматическая,серый,3.0,400,Дизель,60000,Не требует ремонта,2019
9499000,1,31097,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
7050000,1,91000,автоматическая,серый,3.0,340,Дизель,51000,Не требует ремонта,2020
13650000,0,15,автоматическая,чёрный,3.0,298,Дизель,44700,Не требует ремонта,2023
7780000,1,67300,автоматическая,синий,3.0,400,Дизель,60000,Не требует ремонта,2020
5599000,1,72000,автоматическая,белый,3.0,340,Бензин,51000,Не требует ремонта,2020
7850000,1,52000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
6900000,1,150000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2018
1850000,1,228000,автоматическая,чёрный,4.8,355,"Бензин, газобаллонное оборудование",53250,Не требует ремонта,2008
1650000,1,200000,автоматическая,белый,3.0,272,Бензин,40800,Не требует ремонта,2008
630000,1,250000,автоматическая,золотистый,3.0,231,"Бензин, газобаллонное оборудование",17325,Не требует ремонта,2002
7500000,1,94000,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2020
1490000,1,199800,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2007
4089000,1,151300,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2014
